            y=0.00e+00    y=1.01e+00    y=2.02e+00    y=3.03e+00    y=4.04e+00    y=5.05e+00    y=6.06e+00    y=7.07e+00    y=8.08e+00    y=9.09e+00    y=1.01e+01    y=1.11e+01    y=1.21e+01    y=1.31e+01    y=1.41e+01    y=1.52e+01    y=1.62e+01    y=1.72e+01    y=1.82e+01    y=1.92e+01    y=2.02e+01    y=2.12e+01    y=2.22e+01    y=2.32e+01    y=2.42e+01    y=2.53e+01    y=2.63e+01    y=2.73e+01    y=2.83e+01    y=2.93e+01    y=3.03e+01    y=3.13e+01    y=3.23e+01    y=3.33e+01    y=3.43e+01    y=3.54e+01    y=3.64e+01    y=3.74e+01    y=3.84e+01    y=3.94e+01    y=4.04e+01    y=4.14e+01    y=4.24e+01    y=4.34e+01    y=4.44e+01    y=4.55e+01    y=4.65e+01    y=4.75e+01    y=4.85e+01    y=4.95e+01    y=5.05e+01    y=5.15e+01    y=5.25e+01    y=5.35e+01    y=5.45e+01    y=5.56e+01    y=5.66e+01    y=5.76e+01    y=5.86e+01    y=5.96e+01    y=6.06e+01    y=6.16e+01    y=6.26e+01    y=6.36e+01    y=6.46e+01    y=6.57e+01    y=6.67e+01    y=6.77e+01    y=6.87e+01    y=6.97e+01    y=7.07e+01    y=7.17e+01    y=7.27e+01    y=7.37e+01    y=7.47e+01    y=7.58e+01    y=7.68e+01    y=7.78e+01    y=7.88e+01    y=7.98e+01    y=8.08e+01    y=8.18e+01    y=8.28e+01    y=8.38e+01    y=8.48e+01    y=8.59e+01    y=8.69e+01    y=8.79e+01    y=8.89e+01    y=8.99e+01    y=9.09e+01    y=9.19e+01    y=9.29e+01    y=9.39e+01    y=9.49e+01    y=9.60e+01    y=9.70e+01    y=9.80e+01    y=9.90e+01  y=1.00e+02
x=1.01e+01       100.0 -1.474062e+37 -1.718403e+37  1.715994e+37  1.210859e+38  2.989478e+38  3.566364e+38 -8.697404e+37 -1.085176e+39 -1.964918e+39 -1.900296e+39 -5.813128e+38  2.544485e+39  8.649513e+39  1.592502e+40  1.535330e+40 -3.808432e+39 -3.922633e+40 -7.145832e+40 -8.185778e+40 -6.376343e+40  4.181163e+39  1.787855e+41  4.764433e+41  7.315848e+41  6.050237e+41 -1.298458e+41 -1.305044e+42 -2.524993e+42 -3.621489e+42 -4.485252e+42 -3.913590e+42  9.689642e+41  1.246618e+43  2.798444e+43  3.866421e+43  3.491265e+43  1.405505e+43 -2.134590e+43 -7.683762e+43 -1.717401e+44 -3.115614e+44 -4.356011e+44 -3.996931e+44 -5.319551e+43  6.244721e+44  1.473378e+45  2.300751e+45  3.099301e+45  3.974114e+45  4.559465e+45  3.331265e+45 -2.200552e+45 -1.378052e+46 -3.005544e+46 -4.594743e+46 -5.549146e+46 -5.634846e+46 -5.032488e+46 -3.502399e+46  9.969931e+45  1.279038e+47  3.642256e+47  7.209093e+47  1.115801e+48  1.393485e+48  1.407359e+48  1.120667e+48  6.067278e+47 -1.517268e+47 -1.610996e+48 -4.878333e+48 -1.142416e+49 -2.209556e+49 -3.570929e+49 -4.932596e+49 -5.700040e+49 -5.525176e+49 -5.571242e+49 -2.015036e+49 -4.068022e+49 -3.042309e+49  3.272908e+50 -2.275426e+50  1.437136e+51  1.434821e+51 -2.618377e+50  8.990149e+51 -3.071000e+51  6.478981e+51  1.373076e+52 -3.264436e+51  3.683168e+51  4.591219e+52 -6.651997e+51 -4.531864e+51  6.603987e+52  3.386068e+52 -1.869157e+53       100.0
x=1.11e+01       100.0 -1.720414e+37  1.561179e+37  1.300790e+38  2.413406e+38  2.263039e+38 -1.405723e+37 -6.974557e+38 -1.921996e+39 -2.695378e+39 -8.785053e+38  4.358999e+39  1.029783e+40  1.288548e+40  1.017863e+40 -9.409774e+38 -2.941907e+40 -7.700011e+40 -1.112457e+41 -6.989700e+40  7.792361e+40  2.802373e+41  4.492041e+41  5.443166e+41  5.031709e+41  4.296350e+40 -1.255295e+42 -3.300157e+42 -4.875634e+42 -4.158852e+42 -3.050616e+41  5.859076e+42  1.351060e+43  2.352261e+43  3.541194e+43  3.987430e+43  1.692355e+43 -4.995678e+43 -1.508012e+44 -2.439967e+44 -2.852738e+44 -2.614482e+44 -1.694600e+44  6.769269e+43  6.421360e+44  1.713215e+45  3.088303e+45  4.029712e+45  3.542233e+45  1.070309e+45 -3.104556e+45 -8.526312e+45 -1.595575e+46 -2.761582e+46 -4.431975e+46 -6.022079e+46 -5.995996e+46 -2.390676e+46  5.868367e+46  1.788884e+47  3.142662e+47  4.546341e+47  6.246594e+47  8.630470e+47  1.137433e+48  1.236261e+48  7.433385e+47 -8.067424e+47 -3.620159e+48 -7.401824e+48 -1.148631e+49 -1.544726e+49 -1.984924e+49 -2.609297e+49 -3.500235e+49 -4.441908e+49 -4.179426e+49 -2.043238e+49  4.254595e+49  1.883614e+50  2.248794e+50  6.080807e+50  6.803510e+50  2.607580e+50  3.111203e+51 -1.056570e+51  4.477645e+51  7.698831e+51 -7.357285e+51  1.932671e+52 -6.641483e+49 -1.618554e+52  6.701948e+51  1.742600e+52 -9.003348e+52  1.271561e+51  3.345754e+52 -1.486946e+53 -2.742648e+53       100.0
x=1.21e+01       100.0 -9.084320e+35  6.600260e+37  2.295480e+38  3.112919e+38 -5.107477e+37 -9.039370e+38 -1.709873e+39 -1.892136e+39 -9.745060e+38  2.418377e+39  9.615080e+39  1.686764e+40  1.334256e+40 -8.989697e+39 -4.267653e+40 -7.028991e+40 -8.154747e+40 -6.359345e+40  3.298615e+40  2.675210e+41  5.779005e+41  6.962604e+41  3.225785e+41 -5.572327e+41 -1.658821e+42 -2.794244e+42 -3.936131e+42 -4.293612e+42 -1.439842e+42  7.217097e+42  2.050534e+43  3.138278e+43  3.108915e+43  1.630089e+43 -1.125993e+43 -5.610613e+43 -1.342060e+44 -2.486622e+44 -3.442338e+44 -2.966087e+44  1.296468e+43  5.791091e+44  1.246026e+45  1.853257e+45  2.399352e+45  2.901054e+45  2.857787e+45  8.354951e+44 -4.970994e+45 -1.499462e+46 -2.665969e+46 -3.494029e+46 -3.561457e+46 -2.817774e+46 -1.345775e+46  1.521250e+46  7.947713e+46  2.083331e+47  4.091258e+47  6.328011e+47  7.684523e+47  6.924043e+47  3.478498e+47 -2.264470e+47 -1.000063e+48 -2.165140e+48 -4.271467e+48 -8.008934e+48 -1.352867e+49 -1.960672e+49 -2.337915e+49 -2.130085e+49 -1.088225e+49  6.860009e+48  3.043453e+49  6.370484e+49  1.008468e+50  2.164538e+50  3.654604e+50  5.110006e+50  1.265827e+51  5.565358e+50  1.776452e+51  2.483051e+51 -4.147928e+51  9.503420e+51 -7.967976e+51 -4.070526e+51  1.708016e+52 -2.664094e+52 -2.463956e+52  1.526411e+52 -7.725862e+52 -1.442737e+53 -1.299675e+52 -9.056354e+52 -4.161851e+53 -1.133884e+53       100.0
x=1.31e+01       100.0  4.263146e+37  1.374990e+38  2.057117e+38  9.637138e+37 -5.354734e+38 -1.798652e+39 -2.549601e+39 -7.489976e+38  3.989460e+39  9.266168e+39  1.256550e+40  1.179279e+40 -5.388660e+38 -3.591451e+40 -8.680041e+40 -1.066205e+41 -3.999244e+40  1.131773e+41  2.935244e+41  4.573590e+41  5.747976e+41  4.517722e+41 -3.410219e+41 -2.018174e+42 -3.866689e+42 -4.312827e+42 -2.192703e+42  2.241568e+42  8.384271e+42  1.704417e+43  2.848000e+43  3.581114e+43  2.212617e+43 -2.830157e+43 -1.094730e+44 -1.876635e+44 -2.257761e+44 -2.120640e+44 -1.404560e+44  6.047967e+43  5.495482e+44  1.424389e+45  2.450745e+45  2.959211e+45  2.180793e+45 -1.592972e+44 -3.676858e+45 -8.079480e+45 -1.415357e+46 -2.321005e+46 -3.394937e+46 -3.873234e+46 -2.401762e+46  2.192245e+46  9.812448e+46  1.880678e+47  2.729229e+47  3.520136e+47  4.427811e+47  5.360494e+47  5.221551e+47  1.576798e+47 -8.458342e+47 -2.608606e+48 -4.885091e+48 -7.105659e+48 -8.756563e+48 -9.850107e+48 -1.089959e+49 -1.187581e+49 -1.041211e+49 -4.139945e+47  2.683977e+49  7.696228e+49  1.524818e+50  2.351135e+50  3.021989e+50  4.173735e+50  3.428556e+50  5.894643e+50  9.068613e+50 -4.193403e+50  3.185787e+51 -2.842922e+51 -2.625322e+51  6.280080e+51 -3.012614e+52  7.936115e+51 -1.617849e+52 -5.254736e+52 -1.544487e+52  1.280034e+52 -1.828504e+53 -6.550369e+52 -1.746438e+52 -2.705725e+53 -4.838706e+53  2.822274e+53       100.0
x=1.41e+01       100.0  9.179254e+37  2.011760e+38  2.233918e+37 -5.680697e+38 -1.316777e+39 -1.903362e+39 -1.516902e+39  1.999334e+39  9.768676e+39  1.651338e+40  1.153074e+40 -9.774958e+39 -3.937052e+40 -6.773653e+40 -8.840388e+40 -6.865251e+40  6.529939e+40  3.422335e+41  6.123510e+41  5.845859e+41  9.377610e+40 -7.452332e+41 -1.794781e+42 -3.107949e+42 -4.289091e+42 -3.447999e+42  2.163122e+42  1.287903e+43  2.388703e+43  2.768974e+43  2.033293e+43  2.237180e+42 -3.094275e+43 -9.370411e+43 -1.906706e+44 -2.770727e+44 -2.493101e+44 -1.019123e+43  4.312056e+44  9.462101e+44  1.416282e+45  1.848293e+45  2.204522e+45  1.948638e+45 -1.566100e+44 -5.321050e+45 -1.319635e+46 -2.094536e+46 -2.447579e+46 -2.134385e+46 -1.194707e+46  4.348808e+45  3.617203e+46  1.010355e+47  2.108609e+47  3.458084e+47  4.388621e+47  3.973929e+47  1.599772e+47 -2.602969e+47 -8.134238e+47 -1.540850e+48 -2.683314e+48 -4.574524e+48 -7.218264e+48 -9.739861e+48 -1.020723e+49 -6.285312e+48  3.409840e+48  1.828777e+49  3.649790e+49  5.828188e+49  8.873672e+49  1.385186e+50  2.218787e+50  3.091334e+50  4.081523e+50  4.293438e+50  5.716021e+49  2.975659e+50 -1.214526e+51 -1.653504e+51  1.089822e+51 -1.142080e+52  5.646298e+51 -1.307193e+52 -3.222105e+52  1.763295e+52 -6.528544e+52 -5.301281e+52  2.227084e+52 -3.952253e+52 -1.686402e+53  1.679180e+53  5.216103e+52 -3.417437e+53  7.579161e+52  7.131090e+53       100.0
x=1.52e+01       100.0  1.016366e+38  1.362481e+38 -2.999188e+38 -1.398483e+39 -2.161941e+39 -8.947274e+38  2.730507e+39  7.547656e+39  1.262812e+40  1.428797e+40  4.431413e+38 -3.970393e+40 -8.862065e+40 -9.598913e+40 -2.458533e+40  1.108016e+41  2.825558e+41  4.889310e+41  6.330637e+41  3.536361e+41 -7.653254e+41 -2.529735e+42 -3.814864e+42 -3.364043e+42 -8.871015e+41  3.394559e+42  1.040147e+43  2.124856e+43  3.164786e+43  2.787573e+43 -5.504769e+42 -6.790211e+43 -1.351142e+44 -1.778390e+44 -1.856341e+44 -1.501941e+44 -5.796152e+42  3.834566e+44  1.088021e+45  1.888370e+45  2.224361e+45  1.519646e+45 -3.498238e+44 -3.049009e+45 -6.492170e+45 -1.143048e+46 -1.844073e+46 -2.508375e+46 -2.379245e+46 -4.392361e+45  3.813074e+46  9.672524e+46  1.553416e+47  2.030647e+47  2.442345e+47  2.819821e+47  2.718410e+47  8.364427e+46 -4.643485e+47 -1.472182e+48 -2.799981e+48 -4.043860e+48 -4.752525e+48 -4.759892e+48 -4.249105e+48 -3.176913e+48 -1.824177e+47  8.117365e+48  2.618239e+49  5.641255e+49  9.535888e+49  1.327281e+50  1.537765e+50  1.541019e+50  1.363721e+50  8.750450e+49  1.049712e+50 -1.468775e+50 -4.934156e+50 -5.916939e+50 -4.159600e+51 -1.497051e+51 -7.143418e+51 -1.451188e+52  1.200905e+52 -4.169991e+52  8.319939e+51  7.721788e+51 -7.732055e+52  5.279182e+51  8.122433e+52 -1.377168e+53  7.429618e+52  4.142802e+53  1.587764e+53 -5.715509e+52  1.309217e+54  9.451228e+53       100.0
x=1.62e+01       100.0  4.676614e+37 -1.975048e+38 -8.099852e+38 -1.725991e+39 -1.890742e+39  1.296653e+39  8.698886e+39  1.478624e+40  1.080749e+40 -5.740647e+39 -3.166905e+40 -6.695303e+40 -1.000449e+41 -7.278816e+40  9.425069e+40  3.784429e+41  5.821048e+41  4.801686e+41  2.851719e+40 -7.331875e+41 -1.945439e+42 -3.586377e+42 -4.417394e+42 -1.847468e+42  5.710036e+42  1.581760e+43  2.276776e+43  2.247807e+43  1.420811e+43 -6.542605e+42 -5.388172e+43 -1.362342e+44 -2.218806e+44 -2.272987e+44 -6.918095e+43  2.529194e+44  6.475681e+44  1.038724e+45  1.443454e+45  1.798106e+45  1.586185e+45 -2.277783e+44 -4.450665e+45 -1.042260e+46 -1.560802e+46 -1.703915e+46 -1.351473e+46 -5.463595e+45  9.175712e+45  3.922018e+46  9.639971e+46  1.794792e+47  2.563986e+47  2.657896e+47  1.497481e+47 -1.033480e+47 -4.559162e+47 -8.886540e+47 -1.488982e+48 -2.430096e+48 -3.736637e+48 -4.920754e+48 -4.811769e+48 -1.934860e+48  4.581706e+48  1.423141e+49  2.547385e+49  3.755572e+49  5.256372e+49  7.488896e+49  1.062158e+50  1.361099e+50  1.346376e+50  6.713125e+49 -1.250175e+50 -4.224288e+50 -7.253460e+50 -1.447967e+51 -1.282003e+51 -2.460987e+51 -5.009540e+51  6.261854e+50 -1.729852e+52  1.567841e+50  9.046221e+50 -4.746955e+52  7.408779e+52 -2.563342e+52 -3.852666e+51  1.382226e+53  1.129381e+53 -1.523859e+53  4.878539e+53  4.404900e+53  9.025715e+52  6.809120e+53  2.295277e+54  6.677053e+53       100.0
x=1.72e+01       100.0 -6.613826e+37 -7.339613e+38 -1.485646e+39 -1.119232e+39  1.015856e+39  5.439338e+39  1.242091e+40  1.621325e+40  1.932761e+39 -3.815155e+40 -8.140127e+40 -8.601214e+40 -3.203137e+40  7.953421e+40  2.729345e+41  5.460232e+41  6.772318e+41  2.093489e+41 -1.078924e+42 -2.635184e+42 -3.412578e+42 -2.810401e+42 -6.914693e+41  4.013095e+42  1.323690e+43  2.535041e+43  3.022858e+43  1.327986e+43 -3.013542e+43 -8.569041e+43 -1.324916e+44 -1.625007e+44 -1.672398e+44 -8.736791e+43  1.983412e+44  7.571934e+44  1.415943e+45  1.731645e+45  1.271407e+45 -3.534759e+43 -1.977204e+45 -4.663016e+45 -8.793476e+45 -1.447136e+46 -1.887312e+46 -1.539524e+46  2.949003e+45  3.704910e+46  7.851082e+46  1.156291e+47  1.444298e+47  1.689426e+47  1.778369e+47  1.103520e+47 -1.453308e+47 -6.829002e+47 -1.461006e+48 -2.240786e+48 -2.683571e+48 -2.578941e+48 -1.970347e+48 -8.921202e+47  1.277728e+48  6.299947e+48  1.652220e+49  3.290346e+49  5.255495e+49  6.801884e+49  7.013140e+49  5.353607e+49  2.045807e+49 -2.657960e+49 -9.584777e+49 -2.228986e+50 -5.176409e+50 -9.216816e+50 -1.637418e+51 -2.598217e+51 -1.950333e+51 -4.865958e+51 -7.446742e+50  1.549269e+51 -1.574193e+52  3.296502e+52 -2.934128e+52  1.154151e+52  1.016537e+53 -5.412288e+52  1.374997e+53  2.833227e+53  3.249394e+52  1.060136e+53  7.792194e+53  9.646865e+52 -2.885813e+53  1.504349e+54  1.418271e+54 -7.152485e+53       100.0
x=1.82e+01       100.0 -2.490317e+38 -1.115796e+39 -1.741626e+39  4.034583e+38  6.282831e+39  1.179623e+40  1.117069e+40  1.552683e+39 -2.218375e+40 -6.674687e+40 -1.091227e+41 -7.333522e+40  1.043028e+41  3.602661e+41  5.186953e+41  4.575851e+41  1.312577e+41 -6.655296e+41 -2.222855e+42 -4.030965e+42 -4.065006e+42 -6.058112e+40  7.686884e+42  1.567695e+43  2.051290e+43  2.101093e+43  1.289281e+43 -1.762494e+43 -8.351488e+43 -1.672997e+44 -2.055971e+44 -1.261972e+44  8.513954e+43  3.753316e+44  7.081375e+44  1.115443e+45  1.533559e+45  1.497648e+45  1.423089e+44 -3.116672e+45 -7.620855e+45 -1.137003e+46 -1.237206e+46 -1.009680e+46 -4.531290e+45  7.446216e+45  3.386055e+46  8.134128e+46  1.412043e+47  1.803357e+47  1.527208e+47  3.060809e+46 -1.737665e+47 -4.316367e+47 -7.601972e+47 -1.248636e+48 -1.952504e+48 -2.660994e+48 -2.723373e+48 -1.207574e+48  2.532756e+48  8.251936e+48  1.484791e+49  2.139132e+49  2.843290e+49  3.781766e+49  4.950583e+49  5.628619e+49  4.050211e+49 -2.146183e+49 -1.458419e+50 -3.289680e+50 -5.318448e+50 -7.352588e+50 -9.496917e+50 -1.061448e+51 -1.755323e+51 -1.744291e+51 -1.509693e+51 -4.650785e+51  8.519227e+51 -3.274948e+51  1.179242e+52  5.604409e+52 -4.706316e+52  1.344636e+53  3.334719e+52 -2.638879e+52  2.534223e+53  2.600324e+53 -1.963153e+53  6.000142e+53  5.286145e+53 -5.997705e+53 -6.210266e+53  1.501894e+54 -2.084834e+54 -3.576771e+54       100.0
x=1.92e+01       100.0 -5.312208e+38 -9.861261e+38 -4.083140e+38  3.144794e+39  1.085422e+40  1.610877e+40  4.223307e+39 -2.967167e+40 -6.652884e+40 -8.112967e+40 -5.887142e+40  3.675531e+40  2.713564e+41  5.938166e+41  6.724637e+41  9.017346e+40 -1.130112e+42 -2.389540e+42 -3.115972e+42 -3.037309e+42 -1.108406e+42  5.132424e+42  1.651741e+43  2.699284e+43  2.417376e+43 -1.708342e+41 -4.062837e+43 -8.505176e+43 -1.297543e+44 -1.695027e+44 -1.540172e+44  2.653021e+43  4.490859e+44  1.001486e+45  1.354458e+45  1.182356e+45  4.188413e+44 -8.611937e+44 -2.925456e+45 -6.444276e+45 -1.130095e+46 -1.477593e+46 -1.147454e+46  3.247873e+45  2.848948e+46  5.722795e+46  8.273366e+46  1.051638e+47  1.251605e+47  1.211193e+47  3.142369e+46 -2.226691e+47 -6.636006e+47 -1.184706e+48 -1.566205e+48 -1.609975e+48 -1.277535e+48 -6.187244e+47  5.925493e+47  3.233733e+48  8.633484e+48  1.741767e+49  2.789153e+49  3.540015e+49  3.402418e+49  2.013844e+49 -5.311226e+48 -3.988044e+49 -8.881588e+49 -1.731163e+50 -3.269874e+50 -5.708265e+50 -8.589725e+50 -1.126238e+51 -1.097954e+51 -6.715549e+50 -4.155984e+50  2.209474e+51  1.024032e+51  3.557378e+51  1.712659e+52 -1.011025e+52  6.061993e+52  2.351740e+52 -1.942437e+51  2.237707e+53 -1.113548e+53  8.041951e+52  2.368400e+53 -1.322354e+53 -4.228341e+53  8.293616e+53 -5.329723e+53 -1.484122e+54 -1.887240e+53 -2.826651e+53 -6.509816e+54 -6.322721e+54       100.0
x=2.02e+01       100.0 -7.913467e+38 -2.854679e+38  3.058799e+39  7.822991e+39  1.137434e+40  8.941506e+39 -1.257120e+40 -6.241813e+40 -1.080470e+41 -7.305502e+40  8.151089e+40  2.916481e+41  4.618210e+41  5.333258e+41  3.152684e+41 -6.457865e+41 -2.504806e+42 -4.142362e+42 -3.389736e+42  9.046533e+41  7.437612e+42  1.422095e+43  2.062969e+43  2.360203e+43  1.073402e+43 -3.452575e+43 -1.086439e+44 -1.690955e+44 -1.564210e+44 -4.573608e+43  1.427297e+44  4.078469e+44  8.025570e+44  1.287279e+45  1.472075e+45  6.319468e+44 -1.718691e+45 -5.090712e+45 -8.064292e+45 -9.399844e+45 -8.866659e+45 -5.919572e+45  3.166463e+45  2.531744e+46  6.369912e+46  1.070132e+47  1.269458e+47  9.308529e+46 -3.955992e+45 -1.488057e+47 -3.339378e+47 -5.986730e+47 -1.003074e+48 -1.496636e+48 -1.762071e+48 -1.225682e+48  6.346367e+47  3.836805e+48  7.744568e+48  1.157897e+49  1.529276e+49  1.970515e+49  2.479346e+49  2.651340e+49  1.481428e+49 -2.356100e+49 -9.651950e+49 -1.972439e+50 -3.032666e+50 -3.898383e+50 -4.553448e+50 -5.157107e+50 -5.868488e+50 -6.502033e+50 -2.255811e+50  4.605347e+50  2.433374e+51  7.335124e+51  5.222357e+51  2.079771e+52  1.472753e+52 -8.881005e+50  9.124369e+52 -7.616351e+52  1.159276e+53  1.134231e+53 -2.270997e+53  1.979368e+53  2.057215e+52 -8.460407e+53 -3.061622e+53  1.201198e+53 -2.168957e+54 -2.094990e+54  1.064677e+54 -3.811745e+54 -8.064688e+54 -4.365687e+54       100.0
x=2.12e+01       100.0 -6.136466e+38  1.034068e+39  7.219333e+39  1.304588e+40  6.911118e+39 -1.562296e+40 -4.706360e+40 -7.972861e+40 -9.098401e+40 -3.214680e+39  2.605002e+41  5.877633e+41  6.245930e+41  9.494840e+40 -8.791614e+41 -2.017894e+42 -3.213352e+42 -3.786834e+42 -1.350386e+42  6.691852e+42  1.840107e+43  2.515379e+43  1.785117e+43 -4.531819e+42 -3.777427e+43 -8.405054e+43 -1.451102e+44 -1.843601e+44 -1.058563e+44  1.788729e+44  6.212960e+44  9.997353e+44  1.079199e+45  7.899882e+44  9.821227e+43 -1.378103e+45 -4.314120e+45 -8.584824e+45 -1.186128e+46 -9.905914e+45  4.384111e+44  1.799706e+46  3.814649e+46  5.827196e+46  8.029730e+46  1.010343e+47  9.395428e+46  5.187887e+45 -2.129729e+47 -5.423834e+47 -8.700412e+47 -1.043878e+48 -9.828608e+47 -7.058617e+47 -1.586095e+47  1.067908e+48  3.762260e+48  8.501609e+48  1.459241e+49  1.941872e+49  1.923627e+49  1.139328e+49 -3.889763e+48 -2.490309e+49 -5.365644e+49 -1.008256e+50 -1.825981e+50 -3.044490e+50 -4.371096e+50 -5.055347e+50 -4.122783e+50 -6.899385e+49  4.761416e+50  1.198473e+51  2.277346e+51  2.812833e+51  6.361570e+51  8.902706e+51  9.083473e+51  3.442432e+52 -7.015162e+51  4.014875e+52  4.014527e+52 -1.647493e+53  2.158811e+53 -2.707692e+53 -2.050124e+53  1.718410e+53 -4.356703e+53 -1.355881e+54  3.558983e+53 -1.536126e+54 -3.369526e+54 -1.325036e+54  1.706487e+54 -7.105528e+54 -3.532649e+54  6.548797e+54       100.0
x=2.22e+01       100.0  4.407385e+38  3.455378e+39  9.364087e+39  1.263814e+40 -3.705240e+39 -4.939399e+40 -9.301034e+40 -7.558560e+40  2.602190e+40  1.941921e+41  4.282905e+41  6.525511e+41  4.764814e+41 -6.409163e+41 -2.537040e+42 -3.825659e+42 -2.936210e+42  3.867301e+41  5.709794e+42  1.368054e+43  2.357099e+43  2.624327e+43  4.360618e+42 -4.993435e+43 -1.147831e+44 -1.473361e+44 -1.203430e+44 -3.228415e+43  1.422714e+44  4.805552e+44  9.867498e+44  1.367206e+45  1.026779e+45 -4.808380e+44 -2.895327e+45 -5.335502e+45 -7.137907e+45 -8.225592e+45 -7.678057e+45 -1.580530e+45  1.598600e+46  4.641122e+46  7.897432e+46  9.211188e+46  6.736619e+46  3.233095e+45 -9.227214e+46 -2.312490e+47 -4.586903e+47 -7.972612e+47 -1.132215e+48 -1.145646e+48 -4.366084e+47  1.181286e+48  3.456757e+48  5.874149e+48  8.203045e+48  1.080469e+49  1.385667e+49  1.544745e+49  1.006583e+49 -1.007244e+49 -4.987096e+49 -1.052158e+50 -1.619393e+50 -2.040512e+50 -2.266927e+50 -2.390738e+50 -2.411228e+50 -1.821950e+50  8.010010e+49  7.597136e+50  1.913202e+51  3.726304e+51  5.475797e+51  6.206913e+51  9.886489e+51  3.320919e+51  1.090407e+52  1.884309e+52 -4.121880e+52  8.754691e+52 -1.276024e+53 -1.027718e+53  1.246523e+53 -7.176125e+53 -2.392917e+52 -1.117420e+53 -1.099443e+54 -8.295476e+53  1.139878e+54 -2.926737e+54 -2.465972e+54  2.238151e+54 -2.101575e+52 -6.404925e+54  7.338883e+54  2.277137e+55       100.0
x=2.32e+01       100.0  2.216433e+39  7.101624e+39  7.963071e+39 -1.088409e+39 -2.651420e+40 -7.409865e+40 -1.101619e+41 -3.516949e+40  2.141162e+41  5.052166e+41  5.700194e+41  2.661370e+41 -4.323354e+41 -1.724939e+42 -3.585371e+42 -4.442530e+42 -1.190906e+42  7.460967e+42  1.747683e+43  2.178581e+43  1.663627e+43  1.019962e+42 -3.254910e+43 -9.482697e+43 -1.676622e+44 -1.760172e+44 -2.808658e+43  2.822017e+44  6.311968e+44  8.711845e+44  9.488862e+44  7.748449e+44 -9.235333e+43 -2.355957e+45 -6.031397e+45 -9.338641e+45 -9.076407e+45 -2.988508e+45  8.203361e+45  2.230110e+46  3.966136e+46  6.277888e+46  8.588807e+46  8.205998e+46  7.970089e+45 -1.622682e+47 -3.966887e+47 -6.066358e+47 -7.087060e+47 -6.855914e+47 -5.363681e+47 -9.598147e+46  1.090748e+48  3.544338e+48  7.206110e+48  1.082382e+49  1.213413e+49  9.127144e+48  1.440860e+48 -9.949985e+48 -2.560767e+49 -5.087114e+49 -9.448716e+49 -1.590237e+50 -2.266394e+50 -2.524458e+50 -1.786399e+50  3.224827e+49  3.699100e+50  7.855786e+50  1.288880e+51  1.974083e+51  3.016319e+51  4.966022e+51  6.173519e+51  7.961248e+51  8.457409e+51 -7.701334e+51  9.191848e+51 -4.262999e+52 -5.554523e+52  5.680837e+52 -3.397457e+53  1.581413e+53 -2.705967e+53 -7.454462e+53  2.511579e+53 -5.564997e+53 -1.584909e+54  1.164418e+54  1.024407e+54 -2.315034e+54  1.987128e+54  8.250496e+54 -3.323467e+54  1.776725e+54  2.181109e+55  2.897059e+55       100.0
x=2.42e+01       100.0  3.792343e+39  9.699154e+39  2.813236e+39 -2.799426e+40 -6.561043e+40 -7.845091e+40 -4.241684e+40  9.414668e+40  3.965539e+41  7.228076e+41  5.648933e+41 -5.166206e+41 -2.150408e+42 -3.277305e+42 -3.165229e+42 -1.349188e+42  3.913992e+42  1.459222e+43  2.654313e+43  2.561056e+43 -2.221081e+42 -5.258311e+43 -1.017916e+44 -1.299710e+44 -1.287882e+44 -6.067312e+43  1.703726e+44  6.211335e+44  1.111354e+45  1.185045e+45  4.334330e+44 -1.092038e+45 -2.964599e+45 -4.982164e+45 -7.233708e+45 -8.701171e+45 -5.632740e+45  7.089039e+45  3.036654e+46  5.577113e+46  6.840204e+46  5.781312e+46  2.409033e+46 -3.454181e+46 -1.430425e+47 -3.422593e+47 -6.256288e+47 -8.578082e+47 -7.773077e+47 -1.485671e+47  1.032423e+48  2.514918e+48  4.078991e+48  5.860675e+48  8.124863e+48  1.018855e+49  9.209704e+48  4.610686e+47 -1.982994e+49 -5.039493e+49 -8.343033e+49 -1.089166e+50 -1.225514e+50 -1.281684e+50 -1.249132e+50 -8.123045e+49  8.237047e+49  4.714384e+50  1.140396e+51  2.002042e+51  2.836078e+51  3.247645e+51  3.247574e+51  3.033940e+51  1.027348e+51  2.955839e+51 -5.542121e+51 -1.783315e+52 -3.335489e+51 -1.245692e+53 -8.388739e+51 -1.330325e+53 -3.795708e+53  4.174791e+53 -8.123497e+53  2.565978e+52  5.327413e+53 -8.332507e+53 -8.765291e+53  3.838969e+54 -5.732253e+53  9.286645e+53  9.487543e+54  1.198806e+55 -3.961717e+54  1.700243e+55  3.407363e+55  7.889736e+54       100.0
