              y=0.00e+00    y=1.01e+00    y=2.02e+00    y=3.03e+00    y=4.04e+00    y=5.05e+00    y=6.06e+00    y=7.07e+00    y=8.08e+00    y=9.09e+00    y=1.01e+01    y=1.11e+01    y=1.21e+01    y=1.31e+01    y=1.41e+01    y=1.52e+01    y=1.62e+01    y=1.72e+01    y=1.82e+01    y=1.92e+01    y=2.02e+01    y=2.12e+01    y=2.22e+01    y=2.32e+01    y=2.42e+01    y=2.53e+01    y=2.63e+01    y=2.73e+01    y=2.83e+01    y=2.93e+01    y=3.03e+01    y=3.13e+01    y=3.23e+01    y=3.33e+01    y=3.43e+01    y=3.54e+01    y=3.64e+01    y=3.74e+01    y=3.84e+01    y=3.94e+01    y=4.04e+01    y=4.14e+01    y=4.24e+01    y=4.34e+01    y=4.44e+01    y=4.55e+01    y=4.65e+01    y=4.75e+01    y=4.85e+01    y=4.95e+01    y=5.05e+01    y=5.15e+01    y=5.25e+01    y=5.35e+01    y=5.45e+01    y=5.56e+01    y=5.66e+01    y=5.76e+01    y=5.86e+01    y=5.96e+01    y=6.06e+01    y=6.16e+01    y=6.26e+01    y=6.36e+01    y=6.46e+01    y=6.57e+01    y=6.67e+01    y=6.77e+01    y=6.87e+01    y=6.97e+01    y=7.07e+01    y=7.17e+01    y=7.27e+01    y=7.37e+01    y=7.47e+01    y=7.58e+01    y=7.68e+01    y=7.78e+01    y=7.88e+01    y=7.98e+01    y=8.08e+01    y=8.18e+01    y=8.28e+01    y=8.38e+01    y=8.48e+01    y=8.59e+01    y=8.69e+01    y=8.79e+01    y=8.89e+01    y=8.99e+01    y=9.09e+01    y=9.19e+01    y=9.29e+01    y=9.39e+01    y=9.49e+01    y=9.60e+01    y=9.70e+01    y=9.80e+01    y=9.90e+01    y=1.00e+02
x=1.01e+01  1.106939e+11  2.168345e+11  3.181461e+11  4.140453e+11  5.036998e+11  5.861771e+11  6.606285e+11  7.264532e+11  7.834008e+11  8.315998e+11  8.715214e+11  9.039009e+11  9.296405e+11  9.497143e+11  9.650887e+11  9.766649e+11  9.852423e+11  9.915027e+11  9.960077e+11  9.992066e+11  1.001450e+12  1.003004e+12  1.004070e+12  1.004793e+12  1.005278e+12  1.005601e+12  1.005814e+12  1.005953e+12  1.006044e+12  1.006102e+12  1.006139e+12  1.006163e+12  1.006178e+12  1.006187e+12  1.006193e+12  1.006197e+12  1.006199e+12  1.006200e+12  1.006201e+12  1.006202e+12  1.006202e+12  1.006202e+12  1.006202e+12  1.006202e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12  1.006203e+12
x=1.11e+01  1.107160e+11  2.169866e+11  3.187122e+11  4.155582e+11  5.069529e+11  5.921588e+11  6.703989e+11  7.409978e+11  8.035020e+11  8.577521e+11  9.039009e+11  9.423838e+11  9.738559e+11  9.991160e+11  1.019029e+12  1.034460e+12  1.046226e+12  1.055059e+12  1.061596e+12  1.066367e+12  1.069804e+12  1.072250e+12  1.073971e+12  1.075169e+12  1.075993e+12  1.076556e+12  1.076936e+12  1.077190e+12  1.077359e+12  1.077471e+12  1.077544e+12  1.077591e+12  1.077621e+12  1.077641e+12  1.077653e+12  1.077661e+12  1.077666e+12  1.077669e+12  1.077671e+12  1.077672e+12  1.077673e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12  1.077674e+12
x=1.21e+01  1.107268e+11  2.170664e+11  3.190288e+11  4.164548e+11  5.089864e+11  5.960867e+11  6.771117e+11  7.514150e+11  8.184575e+11  8.778970e+11  9.296405e+11  9.738559e+11  1.010947e+12  1.041502e+12  1.066234e+12  1.085915e+12  1.101326e+12  1.113207e+12  1.122233e+12  1.128994e+12  1.133991e+12  1.137639e+12  1.140270e+12  1.142146e+12  1.143470e+12  1.144394e+12  1.145033e+12  1.145471e+12  1.145769e+12  1.145969e+12  1.146103e+12  1.146192e+12  1.146250e+12  1.146288e+12  1.146313e+12  1.146329e+12  1.146339e+12  1.146346e+12  1.146350e+12  1.146353e+12  1.146354e+12  1.146355e+12  1.146356e+12  1.146356e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12  1.146357e+12
x=1.31e+01  1.107321e+11  2.171081e+11  3.192043e+11  4.169802e+11  5.102404e+11  5.986260e+11  6.816457e+11  7.587419e+11  8.293770e+11  8.931201e+11  9.497143e+11  9.991160e+11  1.041502e+12  1.077246e+12  1.106883e+12  1.131051e+12  1.150447e+12  1.165774e+12  1.177708e+12  1.186870e+12  1.193808e+12  1.198996e+12  1.202828e+12  1.205625e+12  1.207644e+12  1.209087e+12  1.210107e+12  1.210821e+12  1.211317e+12  1.211659e+12  1.211891e+12  1.212049e+12  1.212155e+12  1.212226e+12  1.212272e+12  1.212303e+12  1.212323e+12  1.212336e+12  1.212345e+12  1.212350e+12  1.212354e+12  1.212356e+12  1.212357e+12  1.212358e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12  1.212359e+12
x=1.41e+01  1.107347e+11  2.171298e+11  3.193010e+11  4.172851e+11  5.110043e+11  6.002448e+11  6.846609e+11  7.638100e+11  8.372117e+11  9.044196e+11  9.650887e+11  1.019029e+12  1.066234e+12  1.106883e+12  1.141326e+12  1.170049e+12  1.193630e+12  1.212696e+12  1.227888e+12  1.239823e+12  1.249071e+12  1.256146e+12  1.261491e+12  1.265480e+12  1.268425e+12  1.270575e+12  1.272129e+12  1.273240e+12  1.274028e+12  1.274581e+12  1.274966e+12  1.275232e+12  1.275415e+12  1.275538e+12  1.275622e+12  1.275678e+12  1.275716e+12  1.275740e+12  1.275756e+12  1.275767e+12  1.275774e+12  1.275778e+12  1.275781e+12  1.275783e+12  1.275784e+12  1.275785e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12  1.275786e+12
x=1.52e+01  1.107360e+11  2.171411e+11  3.193539e+11  4.174604e+11  5.114646e+11  6.012636e+11  6.866378e+11  7.672624e+11  8.427430e+11  9.126675e+11  9.766649e+11  1.034460e+12  1.085915e+12  1.131051e+12  1.170049e+12  1.203235e+12  1.231054e+12  1.254030e+12  1.272735e+12  1.287749e+12  1.299639e+12  1.308933e+12  1.316106e+12  1.321577e+12  1.325701e+12  1.328776e+12  1.331044e+12  1.332700e+12  1.333897e+12  1.334755e+12  1.335365e+12  1.335793e+12  1.336093e+12  1.336300e+12  1.336443e+12  1.336540e+12  1.336607e+12  1.336651e+12  1.336681e+12  1.336700e+12  1.336714e+12  1.336722e+12  1.336728e+12  1.336731e+12  1.336734e+12  1.336735e+12  1.336736e+12  1.336737e+12  1.336737e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12  1.336738e+12
x=1.62e+01  1.107366e+11  2.171469e+11  3.193827e+11  4.175604e+11  5.117392e+11  6.018975e+11  6.879171e+11  7.695812e+11  8.465899e+11  9.185945e+11  9.852423e+11  1.046226e+12  1.101326e+12  1.150447e+12  1.193630e+12  1.231054e+12  1.263027e+12  1.289954e+12  1.312316e+12  1.330632e+12  1.345435e+12  1.357243e+12  1.366546e+12  1.373785e+12  1.379354e+12  1.383589e+12  1.386776e+12  1.389150e+12  1.390900e+12  1.392178e+12  1.393103e+12  1.393766e+12  1.394238e+12  1.394571e+12  1.394804e+12  1.394966e+12  1.395077e+12  1.395154e+12  1.395206e+12  1.395241e+12  1.395265e+12  1.395281e+12  1.395291e+12  1.395298e+12  1.395303e+12  1.395306e+12  1.395308e+12  1.395309e+12  1.395310e+12  1.395310e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12  1.395311e+12
x=1.72e+01  1.107369e+11  2.171500e+11  3.193983e+11  4.176171e+11  5.119015e+11  6.022876e+11  6.887353e+11  7.711184e+11  8.492284e+11  9.227921e+11  9.915027e+11  1.055059e+12  1.113207e+12  1.165774e+12  1.212696e+12  1.254030e+12  1.289954e+12  1.320755e+12  1.346807e+12  1.368549e+12  1.386459e+12  1.401022e+12  1.412717e+12  1.421996e+12  1.429272e+12  1.434913e+12  1.439239e+12  1.442522e+12  1.444989e+12  1.446824e+12  1.448176e+12  1.449164e+12  1.449880e+12  1.450393e+12  1.450759e+12  1.451018e+12  1.451200e+12  1.451326e+12  1.451413e+12  1.451474e+12  1.451515e+12  1.451543e+12  1.451561e+12  1.451574e+12  1.451582e+12  1.451588e+12  1.451592e+12  1.451594e+12  1.451596e+12  1.451597e+12  1.451597e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12  1.451598e+12
x=1.82e+01  1.107371e+11  2.171515e+11  3.194067e+11  4.176489e+11  5.119966e+11  6.025254e+11  6.892528e+11  7.721254e+11  8.510149e+11  9.257246e+11  9.960077e+11  1.061596e+12  1.122233e+12  1.177708e+12  1.227888e+12  1.272735e+12  1.312316e+12  1.346807e+12  1.376476e+12  1.401670e+12  1.422793e+12  1.440281e+12  1.454582e+12  1.466137e+12  1.475366e+12  1.482652e+12  1.488343e+12  1.492741e+12  1.496105e+12  1.498653e+12  1.500564e+12  1.501985e+12  1.503032e+12  1.503796e+12  1.504350e+12  1.504749e+12  1.505033e+12  1.505234e+12  1.505376e+12  1.505474e+12  1.505543e+12  1.505590e+12  1.505623e+12  1.505645e+12  1.505660e+12  1.505670e+12  1.505676e+12  1.505681e+12  1.505684e+12  1.505686e+12  1.505687e+12  1.505688e+12  1.505688e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12  1.505689e+12
x=1.92e+01  1.107372e+11  2.171523e+11  3.194112e+11  4.176668e+11  5.120520e+11  6.026691e+11  6.895768e+11  7.727776e+11  8.522100e+11  9.277473e+11  9.992066e+11  1.066367e+12  1.128994e+12  1.186870e+12  1.239823e+12  1.287749e+12  1.330632e+12  1.368549e+12  1.401670e+12  1.430247e+12  1.454603e+12  1.475108e+12  1.492165e+12  1.506187e+12  1.517580e+12  1.526734e+12  1.534009e+12  1.539730e+12  1.544181e+12  1.547611e+12  1.550229e+12  1.552208e+12  1.553691e+12  1.554792e+12  1.555603e+12  1.556196e+12  1.556626e+12  1.556935e+12  1.557156e+12  1.557312e+12  1.557423e+12  1.557500e+12  1.557554e+12  1.557591e+12  1.557616e+12  1.557634e+12  1.557645e+12  1.557653e+12  1.557659e+12  1.557662e+12  1.557665e+12  1.557666e+12  1.557667e+12  1.557668e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12  1.557669e+12
x=2.02e+01  1.107372e+11  2.171527e+11  3.194136e+11  4.176767e+11  5.120840e+11  6.027552e+11  6.897778e+11  7.731957e+11  8.530005e+11  9.291259e+11  1.001450e+12  1.069804e+12  1.133991e+12  1.193808e+12  1.249071e+12  1.299639e+12  1.345435e+12  1.386459e+12  1.422793e+12  1.454603e+12  1.482127e+12  1.505663e+12  1.525556e+12  1.542176e+12  1.555904e+12  1.567117e+12  1.576178e+12  1.583421e+12  1.589152e+12  1.593641e+12  1.597124e+12  1.599801e+12  1.601839e+12  1.603377e+12  1.604529e+12  1.605384e+12  1.606013e+12  1.606473e+12  1.606807e+12  1.607047e+12  1.607219e+12  1.607341e+12  1.607427e+12  1.607487e+12  1.607529e+12  1.607559e+12  1.607579e+12  1.607593e+12  1.607602e+12  1.607608e+12  1.607613e+12  1.607615e+12  1.607617e+12  1.607619e+12  1.607619e+12  1.607620e+12  1.607620e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12  1.607621e+12
x=2.12e+01  1.107372e+11  2.171529e+11  3.194149e+11  4.176822e+11  5.121024e+11  6.028064e+11  6.899013e+11  7.734611e+11  8.535180e+11  9.300551e+11  1.003004e+12  1.072250e+12  1.137639e+12  1.198996e+12  1.256146e+12  1.308933e+12  1.357243e+12  1.401022e+12  1.440281e+12  1.475108e+12  1.505663e+12  1.532171e+12  1.554910e+12  1.574197e+12  1.590377e+12  1.603800e+12  1.614819e+12  1.623768e+12  1.630962e+12  1.636687e+12  1.641200e+12  1.644723e+12  1.647448e+12  1.649537e+12  1.651126e+12  1.652323e+12  1.653218e+12  1.653882e+12  1.654371e+12  1.654728e+12  1.654988e+12  1.655175e+12  1.655308e+12  1.655403e+12  1.655471e+12  1.655518e+12  1.655551e+12  1.655574e+12  1.655590e+12  1.655601e+12  1.655608e+12  1.655613e+12  1.655617e+12  1.655619e+12  1.655620e+12  1.655621e+12  1.655622e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12  1.655623e+12
x=2.22e+01  1.107372e+11  2.171530e+11  3.194155e+11  4.176852e+11  5.121128e+11  6.028366e+11  6.899767e+11  7.736282e+11  8.538534e+11  9.306748e+11  1.004070e+12  1.073971e+12  1.140270e+12  1.202828e+12  1.261491e+12  1.316106e+12  1.366546e+12  1.412717e+12  1.454582e+12  1.492165e+12  1.525556e+12  1.554910e+12  1.580438e+12  1.602399e+12  1.621090e+12  1.636828e+12  1.649940e+12  1.660751e+12  1.669574e+12  1.676704e+12  1.682409e+12  1.686931e+12  1.690483e+12  1.693247e+12  1.695380e+12  1.697012e+12  1.698251e+12  1.699183e+12  1.699880e+12  1.700396e+12  1.700776e+12  1.701054e+12  1.701256e+12  1.701401e+12  1.701506e+12  1.701580e+12  1.701632e+12  1.701669e+12  1.701695e+12  1.701713e+12  1.701726e+12  1.701734e+12  1.701740e+12  1.701744e+12  1.701747e+12  1.701749e+12  1.701750e+12  1.701751e+12  1.701751e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701752e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12  1.701753e+12
x=2.32e+01  1.107372e+11  2.171531e+11  3.194159e+11  4.176868e+11  5.121188e+11  6.028544e+11  6.900223e+11  7.737324e+11  8.540689e+11  9.310841e+11  1.004793e+12  1.075169e+12  1.142146e+12  1.205625e+12  1.265480e+12  1.321577e+12  1.373785e+12  1.421996e+12  1.466137e+12  1.506187e+12  1.542176e+12  1.574197e+12  1.602399e+12  1.626982e+12  1.648188e+12  1.666293e+12  1.681590e+12  1.694385e+12  1.704979e+12  1.713664e+12  1.720716e+12  1.726388e+12  1.730908e+12  1.734478e+12  1.737272e+12  1.739442e+12  1.741112e+12  1.742387e+12  1.743353e+12  1.744080e+12  1.744622e+12  1.745024e+12  1.745320e+12  1.745536e+12  1.745693e+12  1.745807e+12  1.745888e+12  1.745946e+12  1.745987e+12  1.746016e+12  1.746036e+12  1.746051e+12  1.746060e+12  1.746067e+12  1.746072e+12  1.746075e+12  1.746077e+12  1.746079e+12  1.746080e+12  1.746080e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746081e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12  1.746082e+12
x=2.42e+01  1.107372e+11  2.171531e+11  3.194161e+11  4.176877e+11  5.121221e+11  6.028647e+11  6.900497e+11  7.737969e+11  8.542061e+11  9.313519e+11  1.005278e+12  1.075993e+12  1.143470e+12  1.207644e+12  1.268425e+12  1.325701e+12  1.379354e+12  1.429272e+12  1.475366e+12  1.517580e+12  1.555904e+12  1.590377e+12  1.621090e+12  1.648188e+12  1.671860e+12  1.692332e+12  1.709861e+12  1.724721e+12  1.737195e+12  1.747564e+12  1.756101e+12  1.763064e+12  1.768692e+12  1.773199e+12  1.776777e+12  1.779593e+12  1.781792e+12  1.783494e+12  1.784802e+12  1.785799e+12  1.786553e+12  1.787120e+12  1.787543e+12  1.787856e+12  1.788086e+12  1.788255e+12  1.788377e+12  1.788465e+12  1.788529e+12  1.788574e+12  1.788606e+12  1.788629e+12  1.788645e+12  1.788656e+12  1.788664e+12  1.788669e+12  1.788673e+12  1.788675e+12  1.788677e+12  1.788678e+12  1.788679e+12  1.788680e+12  1.788680e+12  1.788680e+12  1.788680e+12  1.788680e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12  1.788681e+12
x=2.53e+01  1.107372e+11  2.171531e+11  3.194162e+11  4.176882e+11  5.121240e+11  6.028707e+11  6.900661e+11  7.738365e+11  8.542927e+11  9.315256e+11  1.005601e+12  1.076556e+12  1.144394e+12  1.209087e+12  1.270575e+12  1.328776e+12  1.383589e+12  1.434913e+12  1.482652e+12  1.526734e+12  1.567117e+12  1.603800e+12  1.636828e+12  1.666293e+12  1.692332e+12  1.715125e+12  1.734885e+12  1.751850e+12  1.766277e+12  1.778428e+12  1.788566e+12  1.796947e+12  1.803812e+12  1.809384e+12  1.813869e+12  1.817447e+12  1.820277e+12  1.822499e+12  1.824228e+12  1.825564e+12  1.826589e+12  1.827368e+12  1.827958e+12  1.828400e+12  1.828729e+12  1.828974e+12  1.829153e+12  1.829284e+12  1.829380e+12  1.829449e+12  1.829498e+12  1.829534e+12  1.829559e+12  1.829577e+12  1.829589e+12  1.829598e+12  1.829604e+12  1.829608e+12  1.829611e+12  1.829613e+12  1.829615e+12  1.829616e+12  1.829616e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12  1.829617e+12
